house_name,z_estimate,estimated_range_min,estimated_range_max,user_id,city_id,neighborhood_id,prices
'8884 Sanford Squares',835296,816895,853697,97,9,21,'622907 628583 632490 633269 639125 643250 646180 647307 653701 657382 657554 660834 667432 668490 674972 678182 678322 685280 685864 688891 695277 695720 699680 705838 706456 710354 713686 717286 720819 727043 727577 730892 737525 737978 744039 748182 748565 751973 755634 758751 765135 766282 769113 775586 776241 780139 786657 786920 793483 793957 797969 803876 807751 810807 811760 818345 818759 824887 825650 831827 835244 838637 839209 842544 846374 852968 853164 860119 860912 864468 867545 870922 877245 877514 881365 884992 891898 895144 895106 898685 905645 908495 912210 912580 919672 920110 923347 926653 930629 933793 940771 940744 944669 950748 951812 955027 958661 961606 965008 969476 972281 979486 982750 983135 986741 990282 993398 996740 1000655 1003800 1010917 1013798 1014801 1021106 1024248 1027830 1028007 1035483 1038189 1042430 '
'037 Gertrude Canyon',844357,827143,861571,12,19,49,'630407 633863 640270 640997 644180 650888 654362 654785 657883 661752 665326 669133 675217 678720 679240 682842 686382 689424 693299 699617 702728 706281 710120 711138 713966 717260 724435 724209 731529 735126 735156 738391 742009 745643 752111 752559 759443 763071 766528 767115 770108 776689 776943 780896 783977 787509 794315 797183 798422 801967 808126 808809 812219 816153 819517 825789 828934 829444 835926 836279 840293 843803 850499 850992 854160 860476 864663 864220 867978 871748 874917 881518 881870 885390 888690 892677 899648 902750 906058 909339 909997 913533 920379 920302 923850 930319 934010 938123 941089 944248 945553 948449 952583 958939 958917 962692 969067 969897 976009 979999 980008 983709 990613 991107 994028 997736 1004063 1004897 1008368 1014313 1015414 1018826 1025079 1026054 1029148 1035913 1039126 1042288 1046551 1049682 '
'73890 Schultz Groves',522329,507647,537011,80,10,5,'759898 766500 766701 769858 773117 777381 783497 787361 787107 794389 797235 801291 801921 804623 811913 812529 818870 822544 822486 829428 829320 832999 836596 840192 843126 850164 850336 857168 860948 863871 867232 870740 874226 875489 878762 882116 885699 891813 895224 896410 899110 905589 906173 910436 916288 917396 920470 926815 930608 934141 934893 938557 944742 947954 948767 951801 958532 962125 962227 966274 969203 976088 979127 983052 986120 987176 990206 996653 1000228 1001116 1004899 1011251 1014244 1015546 1018802 1025176 1028882 1032118 1035437 1039167 1039563 1045750 1046965 1050241 1053880 1060323 1063503 1066951 1067899 1073831 1074353 1077992 1084491 1085295 1091966 1092431 1098823 1099427 1105325 1109009 1112231 1116471 1116918 1120535 1123838 1130156 1133115 1137082 1140967 1143579 1147552 1147571 1154782 1157978 1158428 1161978 1165456 1169488 1172118 1175769 '
'8962 Harry Manors',796708,783705,809711,21,10,6,'634710 638277 641817 645271 648308 648997 652854 658801 662738 663285 669453 669871 677078 676789 683630 684073 688060 694438 698053 698150 701327 708242 708828 715525 718854 722377 722242 726080 733132 733040 739993 740577 743517 750297 753689 757696 761123 760988 764842 768233 774658 778539 778854 782436 786011 789605 792617 799154 802802 805908 807144 813411 816480 817084 823846 827474 830580 830905 837849 838414 844832 848214 848565 855568 855277 859017 865527 869323 870132 876600 879610 883021 883948 890672 890496 897075 897402 901020 907961 911295 912173 914754 922101 925546 925533 928819 935478 939363 939516 943542 946336 952820 956665 960534 961080 964712 970237 971106 978033 981061 984570 985169 989197 991897 995919 999591 1003169 1006521 1010138 1013493 1016539 1020399 1026301 1027570 1033366 1034491 1041122 1040840 1044605 1050954 '
'08552 Bartell Pike',777201,766431,787971,5,13,19,'861747 865451 868718 875413 878638 879872 886287 889973 893162 896232 900242 903792 906978 910008 914028 914356 921167 924748 924903 931317 934623 938319 942062 942436 945955 949078 953177 956375 959894 966947 970157 973280 974209 980100 980924 987200 990836 991977 998207 998876 1004525 1008111 1012470 1012989 1016176 1022897 1026009 1029072 1032787 1036307 1036754 1043214 1043947 1050585 1050850 1054134 1060971 1064375 1067616 1068393 1072157 1075725 1081863 1082784 1089348 1092402 1092505 1096096 1102716 1106427 1110383 1110425 1114491 1117275 1124068 1124353 1128265 1134738 1137597 1141991 1144593 1148939 1149116 1155702 1158726 1159941 1166362 1169251 1172498 1176779 1177393 1180212 1183876 1190323 1194056 1197140 1200889 1201603 1204737 1208836 1212239 1215902 1218564 1225764 1225498 1232940 1236320 1239479 1240403 1243220 1246503 1250417 1254423 1257529 1263807 1267953 1267880 1271350 1275254 1281799 '
'662 Ezra Loop',527813,514665,540961,59,18,4,'815746 819877 823640 826766 827226 830879 834037 840643 841435 847480 851087 852146 858658 858549 865350 865834 872510 872693 875831 882286 883447 890070 889741 893684 900166 900863 907450 908112 911323 914640 918155 924446 925064 931473 931891 935493 942073 942259 946396 952768 953415 956411 963083 963945 970176 970861 976815 980630 981255 985131 990943 992158 997742 998774 1002261 1005438 1009006 1015323 1019130 1023050 1022762 1026645 1033098 1037134 1039993 1043782 1047077 1050402 1051189 1058188 1060870 1065081 1065656 1072142 1075642 1075441 1079626 1086129 1088981 1089881 1093597 1099727 1102966 1106588 1106728 1110250 1114683 1120842 1120862 1125115 1128417 1134470 1138556 1141573 1141874 1145252 1149419 1155944 1159372 1163150 1162994 1169620 1170012 1176794 1180566 1183636 1184281 1187319 1194330 1197410 1198172 1201930 1205565 1209187 1215200 1218671 1219333 1225884 1228948 1229706 '
'398 Janae Rapids',964895,951586,978204,10,14,9,'713605 714273 717314 721437 727450 730461 734580 737622 741286 741581 745399 748962 752253 755584 762889 762735 769777 769774 776422 780102 783698 783566 790471 794376 794584 798104 801379 807752 811429 812227 818505 821784 822184 829398 829553 835926 838980 842642 846050 849855 850022 854334 857436 861186 867940 867776 874890 878388 881059 881611 888205 889234 895834 899072 899655 906080 909145 910291 913149 917040 920458 924217 930809 933836 937687 941315 941357 944792 948803 951504 958663 962126 965836 968861 972765 976126 979428 980370 985955 990213 990808 994405 1000823 1004423 1004527 1008323 1011007 1014572 1021458 1025138 1028423 1031676 1032490 1035647 1039587 1043261 1046389 1049547 1053758 1056512 1063277 1063737 1067177 1070972 1074400 1077811 1081814 1084897 1091456 1091492 1098089 1099442 1102590 1105665 1109148 1112978 1119760 1119464 1123583 1126632 '
'1117 Pfannerstill Cove',836359,821394,851324,44,10,7,'673991 673984 677996 683948 687880 688691 695062 698154 701724 701863 709193 709502 715964 716119 723057 723464 729600 733157 736429 740441 740676 744628 747368 754368 754581 758582 761721 768315 771359 772284 775242 779117 786231 786575 789495 795872 796586 803551 806303 810366 814010 816968 817790 821300 824323 830894 834587 835704 838556 841865 849217 851831 855282 855796 862902 865907 869884 869995 873526 880485 880354 887711 887876 891002 894869 898603 901304 904821 908732 912147 919182 922176 922559 929230 932962 936681 936951 939878 944117 949863 950801 957180 960242 963749 964881 970850 974468 977943 982209 984883 986102 989227 993100 998932 1002635 1006570 1007218 1013457 1016991 1020189 1023284 1027608 1030281 1033843 1038105 1040876 1041258 1048322 1051385 1055499 1055866 1061938 1063026 1069112 1072449 1073569 1079855 1083300 1086292 1087261 '
'5703 Bechtelar Trail',688204,672027,704381,88,6,17,'766028 769598 772718 779185 783265 783949 790476 794002 794536 801094 801256 808154 811361 815097 818380 822141 822458 825870 828714 832917 839022 842794 843375 846859 850552 853874 860170 864085 867676 867965 871140 877832 880782 884297 885589 888973 895318 898927 902437 902814 908908 909511 913643 916647 923661 923506 930524 930665 936739 941062 944585 947519 951568 954972 955099 962047 965611 965232 971877 975487 978944 982537 983049 986819 989688 994144 1000593 1001040 1006693 1007739 1011235 1017243 1020679 1021827 1027777 1028933 1032270 1035471 1042528 1045726 1048748 1052893 1053420 1056994 1062946 1063538 1067199 1070824 1077122 1077493 1081149 1084948 1088172 1091309 1097925 1101888 1104737 1108398 1112564 1115395 1116233 1122612 1125897 1129207 1132940 1136641 1139864 1143916 1147639 1147383 1151227 1154403 1157785 1161852 1165649 1168842 1172297 1175946 1179106 1185425 '
'6669 Yost Streets',676218,662262,690174,39,4,45,'768716 772430 778997 782502 782573 788910 792241 795975 799208 803571 803743 807578 814080 816960 820718 824139 827713 827766 834878 837824 838778 845150 848781 849654 855634 859440 862385 866026 869931 870417 873276 880037 880805 884050 887539 890784 894819 900759 905152 908594 908469 911974 915510 922001 922820 928780 930092 935825 937008 940603 943801 950571 950542 957222 960457 964685 964890 968371 971882 975506 981692 982228 989182 989182 992982 999223 999766 1006358 1006969 1012757 1016777 1017031 1020453 1026703 1027493 1031415 1034461 1041385 1041425 1045653 1048397 1052151 1058969 1061906 1062789 1069195 1072720 1072992 1079951 1083384 1083901 1087397 1090668 1094485 1098093 1101517 1107874 1108444 1112055 1114967 1121802 1122253 1128659 1129079 1132234 1139587 1139488 1142957 1146826 1150222 1153415 1157195 1163739 1164204 1167782 1171350 1175046 1180725 1184592 1185141 '
'9678 Alec Street',802516,784999,820033,66,11,23,'546316 550191 553170 556789 560769 564420 567703 573460 574279 578275 581658 585000 591151 591767 598137 601490 602858 608681 612892 616110 619934 620352 626521 627317 630856 633644 640042 641226 644053 648233 654556 655254 658048 662115 668820 669319 672367 676291 679623 685567 686053 689914 696211 696466 703611 703489 707236 714374 714130 717518 721018 725025 731014 735300 734994 739042 745202 745581 749437 752446 759156 760400 763380 766973 773568 776826 777907 781284 784805 788284 794150 798304 801049 801588 805887 809280 815422 816374 819428 825464 828978 833149 833485 839879 843163 847363 847616 853880 854369 860528 861291 865170 871708 875370 878534 882409 885586 889155 889759 893234 896526 903255 906408 906679 910382 914289 919948 924063 927233 928422 931877 937687 938317 942431 945498 949007 955364 959011 959926 962757 '
'4456 Gillian Plaza',793299,778380,808218,72,6,12,'600640 604433 610843 614399 614277 621463 621671 625515 631807 634702 638571 638681 645932 645918 652141 655664 656602 662943 666700 666859 670129 673648 677443 684101 688106 691049 694353 698119 701582 701702 705194 709265 712213 718729 723048 726337 726979 730021 736516 737204 743788 747148 750994 750708 757580 761066 764245 765301 768793 771855 778741 779211 786068 786534 789864 796566 799739 800071 803979 809685 814088 813908 817472 821496 828108 828078 834385 835421 838710 842479 846065 849261 855696 859017 863076 866373 867081 870608 876858 877049 883692 887535 890752 891253 894453 901153 904985 908038 908889 914702 915806 922595 922835 925942 929359 933541 940053 940519 943559 950446 950267 957603 960652 961109 964434 970681 975020 978541 978517 981872 985976 989315 992584 995731 999280 1003606 1007092 1009915 1016196 1017182 '
'63017 Sylvan Stream',912345,898661,926029,47,8,27,'694883 701228 701807 705011 708884 715520 715441 722784 725522 729184 732989 736039 736993 743473 747068 749974 750673 757624 757571 764022 768180 771506 772366 775858 778407 782023 788796 789682 792471 799083 802541 806588 810380 810447 817243 817210 821306 827511 828176 831378 835205 841069 841464 848687 851616 851953 858799 859548 862974 866848 869661 876604 879898 880147 884006 886896 890955 894523 897592 901747 905252 908557 915217 918800 919012 924903 925729 932188 936382 936601 942538 943284 946897 953229 957119 957026 964054 964550 968050 974185 978327 978882 981687 988574 991394 994910 999035 1002366 1006261 1009517 1010174 1016577 1017325 1023480 1023864 1030127 1030547 1034356 1041039 1041288 1045279 1048009 1052140 1058238 1061906 1065693 1068542 1069030 1076048 1076770 1082422 1082971 1089515 1093264 1097317 1097068 1100528 1107021 1111153 1111365 '
'07474 Jamie Radial',517937,498607,537267,38,12,4,'946679 950023 953966 960497 963786 964574 971230 971468 975164 981515 985085 988513 988815 995195 998899 1002080 1002922 1009978 1010189 1016604 1020316 1020089 1026705 1027122 1030906 1037090 1038002 1044640 1044903 1051445 1051657 1058187 1061761 1065526 1068648 1072136 1075802 1076216 1083030 1086163 1090288 1090612 1094295 1097495 1101219 1107127 1108115 1114826 1114894 1118381 1125419 1128584 1132516 1132147 1135791 1142575 1143315 1146919 1149610 1156807 1157207 1163893 1167030 1167236 1174280 1177263 1177739 1184993 1185206 1188473 1192356 1195155 1198863 1202401 1205787 1209724 1213019 1216411 1222551 1226538 1226627 1233928 1236556 1240148 1241231 1244492 1247936 1254955 1258017 1261455 1262116 1265420 1268590 1275100 1275744 1279376 1283457 1286786 1290439 1293464 1299784 1300411 1304075 1310812 1311515 1314384 1320839 1321485 1324619 1331683 1332085 1338096 1341682 1345522 1348665 1352069 1356452 1356847 1363309 1366634 '
'7150 Parker Estates',635107,624143,646071,22,7,21,'631672 634817 638418 644769 649098 648686 655504 655974 662867 666063 667121 670157 677165 677347 683563 684234 688072 694567 697915 698666 704432 705525 711652 714808 718522 722002 722172 729623 729340 736111 737018 743395 746916 747174 753250 754011 760357 763996 767240 768242 775060 777776 781801 784883 785368 789271 792888 799302 799987 803667 809693 809838 813225 820524 821116 827366 830226 831002 835128 841610 844262 845207 848668 855065 858998 862153 863077 868778 872387 875722 876307 880027 883840 890413 890402 896772 900278 901411 905051 907764 911844 914783 921575 925436 925354 928886 936046 936649 943083 943515 946989 952831 953598 956908 960551 963687 971064 970784 978137 981295 981947 988160 988306 994806 996031 1001772 1002826 1009569 1009955 1016015 1016897 1020220 1027135 1030194 1030370 1036890 1040326 1041334 1047869 1050974 '
'0805 Freeda Mount',784100,770679,797521,56,1,7,'688833 688894 692229 695696 699161 702968 708957 710211 713118 720247 723481 726900 730546 730627 737579 741291 744232 748327 748605 754900 755256 762167 765847 769418 772737 772480 779508 779611 786280 786579 790779 797027 797683 801419 804327 807453 814170 815450 818557 822075 828708 829290 835369 839060 839701 846134 848960 852475 856384 859627 860873 863783 867639 874194 877600 880593 884647 884938 891034 895186 898364 898933 904981 905853 912294 916053 919869 920391 926819 926541 933378 933722 940622 944398 944741 947760 954897 957607 958712 961771 968083 971822 972940 975452 979355 986125 986745 993089 993452 997027 1003677 1007001 1007245 1013532 1014778 1018158 1024167 1024705 1028119 1031862 1035901 1039404 1045286 1049123 1052927 1055710 1059591 1062687 1066432 1069970 1070241 1073468 1080419 1080598 1084451 1091295 1094553 1095201 1101041 1101768 '
'9780 Donny Roads',530616,517967,543265,11,10,26,'639202 646183 649645 649857 653224 657180 660346 667340 670463 673839 677758 677750 681833 687540 691058 692257 695692 702180 702444 705782 708912 716179 716489 720245 723831 729946 733352 736650 737193 740891 744623 750818 754245 754630 761542 764881 765162 772352 775689 776179 779576 783071 785930 789458 793071 799534 803164 804082 810272 810693 817170 818141 824664 827679 831175 832156 838445 838806 842049 845626 849711 856142 859720 859892 866609 869956 873319 876657 880816 881187 887631 890421 894647 898031 901800 904729 905267 911707 912472 918769 922468 926060 929864 930040 936607 939679 940329 943415 947534 953992 954533 961229 964465 967500 971335 972036 978545 981762 985722 985442 992864 992471 996815 1000395 1006671 1007233 1013680 1016748 1017704 1020962 1024263 1027804 1030930 1035329 1037927 1045223 1045545 1048818 1052397 1055650 '
